CustomerID,ProductID,PurchaseDate,Quantity,Price,TotalAmount
310,89,2023-03-20 15:00,7,92.19,645.33
98,11,2023-03-20 16:00,1,409.63,409.63
55,62,2023-03-20 17:00,6,141.9,851.4
623,36,2023-03-20 18:00,7,461.59,3231.13
664,39,2023-03-20 19:00,4,356,1424
758,53,2023-03-20 20:00,2,393.71,787.42
406,90,2023-03-20 21:00,9,47.09,423.81
69,78,2023-03-20 22:00,7,293.47,2054.29
312,56,2023-03-20 23:00,1,411.47,411.47
289,1,2023-03-21 0:00,8,431.49,3451.92
762,56,2023-03-21 1:00,3,19.17,57.51
548,4,2023-03-21 2:00,4,469.88,1879.52
751,30,2023-03-21 3:00,5,26.45,132.25
148,12,2023-03-21 4:00,1,309.19,309.19
467,35,2023-03-21 5:00,6,348.23,2089.38
739,77,2023-03-21 6:00,6,58.14,348.84
244,52,2023-03-21 7:00,2,28.77,57.54
491,31,2023-03-21 8:00,6,393.53,2361.18
849,87,2023-03-21 9:00,8,195.41,1563.28
958,68,2023-03-21 10:00,6,58.02,348.12
507,52,2023-03-21 11:00,4,382.52,1530.08
365,80,2023-03-21 12:00,4,425.34,1701.36
482,7,2023-03-21 13:00,9,295.76,2661.84
201,22,2023-03-21 14:00,6,84.81,508.86
154,93,2023-03-21 15:00,8,12.54,100.32
450,75,2023-03-21 16:00,8,351.9,2815.2
501,56,2023-03-21 17:00,7,277.32,1941.24
73,97,2023-03-21 18:00,3,327.14,981.42
713,58,2023-03-21 19:00,1,407.53,407.53
296,93,2023-03-21 20:00,5,219.94,1099.7
17,64,2023-03-21 21:00,2,66.64,133.28
641,12,2023-03-21 22:00,2,470.29,940.58
217,7,2023-03-21 23:00,7,274.9,1924.3
61,55,2023-03-22 0:00,3,309.57,928.71
939,62,2023-03-22 1:00,8,467.04,3736.32
616,90,2023-03-22 2:00,9,466.13,4195.17
42,73,2023-03-22 3:00,8,288.19,2305.52
25,98,2023-03-22 4:00,6,152.32,913.92
39,77,2023-03-22 5:00,5,498.57,2492.85
803,55,2023-03-22 6:00,3,342,1026
131,36,2023-03-22 7:00,3,207.18,621.54
498,89,2023-03-22 8:00,7,282.12,1974.84
229,24,2023-03-22 9:00,5,210.84,1054.2
108,44,2023-03-22 10:00,6,444.71,2668.26
172,17,2023-03-22 11:00,6,243.84,1463.04
435,2,2023-03-22 12:00,9,412.65,3713.85
478,13,2023-03-22 13:00,1,420.89,420.89
102,31,2023-03-22 14:00,8,413.04,3304.32
866,93,2023-03-22 15:00,5,362.48,1812.4
524,28,2023-03-22 16:00,6,428.16,2568.96
275,60,2023-03-22 17:00,6,196.68,1180.08
613,27,2023-03-22 18:00,1,61.76,61.76
44,15,2023-03-22 19:00,3,422.01,1266.03
955,95,2023-03-22 20:00,6,251.59,1509.54
817,79,2023-03-22 21:00,9,68.05,612.45
957,33,2023-03-22 22:00,6,62.08,372.48
17,20,2023-03-22 23:00,6,83.82,502.92
330,42,2023-03-23 0:00,1,376.73,376.73
569,12,2023-03-23 1:00,9,356.87,3211.83
823,73,2023-03-23 2:00,4,105.89,423.56
497,23,2023-03-23 3:00,2,424.23,848.46
815,72,2023-03-23 4:00,1,144.24,144.24
12,96,2023-03-23 5:00,3,397.53,1192.59
318,14,2023-03-23 6:00,3,246.96,740.88
592,91,2023-03-23 7:00,5,367.12,1835.6
216,25,2023-03-23 8:00,1,193.79,193.79
339,77,2023-03-23 9:00,7,176.83,1237.81
776,85,2023-03-23 10:00,1,421.47,421.47
991,31,2023-03-23 11:00,4,22.47,89.88
661,54,2023-03-23 12:00,6,487.49,2924.94
81,5,2023-03-23 13:00,1,325.85,325.85
727,13,2023-03-23 14:00,7,219.08,1533.56
485,28,2023-03-23 15:00,7,315.89,2211.23
374,43,2023-03-23 16:00,3,65.76,197.28
976,89,2023-03-23 17:00,4,259.46,1037.84
710,99,2023-03-23 18:00,6,492.62,2955.72
200,47,2023-03-23 19:00,7,121.46,850.22
537,71,2023-03-23 20:00,4,362.53,1450.12
466,38,2023-03-23 21:00,9,220.31,1982.79
89,96,2023-03-23 22:00,9,327.97,2951.73
268,67,2023-03-23 23:00,9,106.42,957.78
655,62,2023-03-24 0:00,6,237.88,1427.28
571,39,2023-03-24 1:00,2,490.15,980.3
922,37,2023-03-24 2:00,2,101.67,203.34
489,86,2023-03-24 3:00,4,320.04,1280.16
877,8,2023-03-24 4:00,9,289.92,2609.28
538,81,2023-03-24 5:00,3,284.7,854.1
47,52,2023-03-24 6:00,6,309.49,1856.94
288,91,2023-03-24 7:00,2,253.61,507.22
778,33,2023-03-24 8:00,1,13.38,13.38
16,81,2023-03-24 9:00,5,450.55,2252.75
711,42,2023-03-24 10:00,8,414.35,3314.8
401,76,2023-03-24 11:00,2,91.21,182.42
919,27,2023-03-24 12:00,9,209.57,1886.13
794,8,2023-03-24 13:00,8,386.42,3091.36
981,23,2023-03-24 14:00,3,490.13,1470.39
86,64,2023-03-24 15:00,1,475.81,475.81
250,93,2023-03-24 16:00,4,450.18,1800.72
391,20,2023-03-24 17:00,8,83.4,667.2
782,16,2023-03-24 18:00,3,457.67,1373.01
335,17,2023-03-24 19:00,2,439.83,879.66
629,80,2023-03-24 20:00,7,191.59,1341.13
519,19,2023-03-24 21:00,4,200.29,801.16
137,8,2023-03-24 22:00,6,232.65,1395.9
883,38,2023-03-24 23:00,5,329.81,1649.05
688,38,2023-03-25 0:00,2,134.11,268.22
840,53,2023-03-25 1:00,2,16.36,32.72
498,93,2023-03-25 2:00,9,74.91,674.19
827,100,2023-03-25 3:00,2,222.86,445.72
727,90,2023-03-25 4:00,8,144.59,1156.72
477,31,2023-03-25 5:00,8,383.44,3067.52
594,44,2023-03-25 6:00,1,57.81,57.81
223,60,2023-03-25 7:00,1,459.15,459.15
990,76,2023-03-25 8:00,4,448.19,1792.76
372,17,2023-03-25 9:00,2,454.83,909.66
935,79,2023-03-25 10:00,1,371.11,371.11
995,73,2023-03-25 11:00,9,57.96,521.64
402,39,2023-03-25 12:00,3,221.88,665.64
443,42,2023-03-25 13:00,1,70.05,70.05
490,48,2023-03-25 14:00,2,493.91,987.82
615,12,2023-03-25 15:00,8,169.85,1358.8
273,96,2023-03-25 16:00,5,294.74,1473.7
526,89,2023-03-25 17:00,7,390.8,2735.6
159,18,2023-03-25 18:00,6,460.7,2764.2
152,79,2023-03-25 19:00,1,379,379
995,96,2023-03-25 20:00,6,338.88,2033.28
620,6,2023-03-25 21:00,7,235.66,1649.62
188,43,2023-03-25 22:00,4,304.67,1218.68
813,35,2023-03-25 23:00,8,51.61,412.88
98,98,2023-03-26 0:00,8,442.54,3540.32
131,54,2023-03-26 1:00,7,274.17,1919.19
805,62,2023-03-26 2:00,2,24.87,49.74
171,69,2023-03-26 3:00,6,460.35,2762.1
936,82,2023-03-26 4:00,6,247.2,1483.2
986,16,2023-03-26 5:00,7,434.95,3044.65
183,8,2023-03-26 6:00,6,429.16,2574.96
983,89,2023-03-26 7:00,2,408.8,817.6
364,96,2023-03-26 8:00,8,35.39,283.12
39,90,2023-03-26 9:00,4,127.3,509.2
527,86,2023-03-26 10:00,9,438.4,3945.6
888,31,2023-03-26 11:00,8,450,3600
497,10,2023-03-26 12:00,3,231.74,695.22
516,56,2023-03-26 13:00,3,222.82,668.46
349,76,2023-03-26 14:00,8,91.69,733.52
982,92,2023-03-26 15:00,2,484.36,968.72
921,70,2023-03-26 16:00,9,110.5,994.5
397,20,2023-03-26 17:00,4,99.51,398.04
722,5,2023-03-26 18:00,6,332.06,1992.36
161,23,2023-03-26 19:00,3,125.21,375.63
16,9,2023-03-26 20:00,3,469.69,1409.07
493,58,2023-03-26 21:00,3,10.4,31.2
426,59,2023-03-26 22:00,2,7.85,15.7
108,93,2023-03-26 23:00,8,254.91,2039.28
894,80,2023-03-27 0:00,9,246.59,2219.31
450,54,2023-03-27 1:00,8,85.87,686.96
311,46,2023-03-27 2:00,3,249.79,749.37
739,22,2023-03-27 3:00,7,208.77,1461.39
170,64,2023-03-27 4:00,2,445.71,891.42
546,8,2023-03-27 5:00,4,9.58,38.32
414,20,2023-03-27 6:00,6,488.25,2929.5
251,51,2023-03-27 7:00,5,314.07,1570.35
759,78,2023-03-27 8:00,9,80.16,721.44
781,39,2023-03-27 9:00,4,28.15,112.6
141,37,2023-03-27 10:00,5,271.36,1356.8
274,50,2023-03-27 11:00,4,121.27,485.08
416,34,2023-03-27 12:00,8,154.08,1232.64
608,75,2023-03-27 13:00,8,126.34,1010.72
739,33,2023-03-27 14:00,3,326.84,980.52
891,31,2023-03-27 15:00,1,279,279
39,54,2023-03-27 16:00,6,43.6,261.6
814,44,2023-03-27 17:00,2,265.63,531.26
29,34,2023-03-27 18:00,2,396.64,793.28
958,71,2023-03-27 19:00,3,45.19,135.57
477,62,2023-03-27 20:00,8,445.42,3563.36
318,23,2023-03-27 21:00,3,291.26,873.78
245,46,2023-03-27 22:00,7,475.56,3328.92
748,56,2023-03-27 23:00,9,78.33,704.97
697,7,2023-03-28 0:00,8,496.81,3974.48
272,89,2023-03-28 1:00,1,323.92,323.92
440,61,2023-03-28 2:00,7,285.91,2001.37
748,3,2023-03-28 3:00,7,260.06,1820.42
239,38,2023-03-28 4:00,8,16.71,133.68
377,84,2023-03-28 5:00,5,470.12,2350.6
266,34,2023-03-28 6:00,9,323.78,2914.02
926,44,2023-03-28 7:00,9,50.36,453.24
921,30,2023-03-28 8:00,8,15.37,122.96
359,17,2023-03-28 9:00,6,30.14,180.84
340,59,2023-03-28 10:00,6,306.65,1839.9
389,10,2023-03-28 11:00,1,308.94,308.94
577,99,2023-03-28 12:00,6,252.34,1514.04
990,84,2023-03-28 13:00,4,156.85,627.4
689,18,2023-03-28 14:00,4,268.21,1072.84
3,45,2023-03-28 15:00,2,260.57,521.14
429,91,2023-03-28 16:00,4,14.61,58.44
142,59,2023-03-28 17:00,5,144.82,724.1
376,62,2023-03-28 18:00,5,31.33,156.65
670,59,2023-03-28 19:00,5,450.58,2252.9
324,49,2023-03-28 20:00,4,363.99,1455.96
146,100,2023-03-28 21:00,1,498.08,498.08
958,63,2023-03-28 22:00,8,154.57,1236.56
293,87,2023-03-28 23:00,3,439.85,1319.55
665,32,2023-03-29 0:00,2,303.51,607.02
432,10,2023-03-29 1:00,9,229.3,2063.7
705,11,2023-03-29 2:00,7,115.17,806.19
949,70,2023-03-29 3:00,9,370.5,3334.5
975,62,2023-03-29 4:00,2,452.55,905.1
585,47,2023-03-29 5:00,9,121.48,1093.32
399,34,2023-03-29 6:00,9,91.82,826.38
817,100,2023-03-29 7:00,9,349.63,3146.67
889,17,2023-03-29 8:00,4,488.6,1954.4
344,54,2023-03-29 9:00,3,376.23,1128.69
964,76,2023-03-29 10:00,6,145.87,875.22
140,85,2023-03-29 11:00,3,212.88,638.64
187,40,2023-03-29 12:00,9,195.24,1757.16
805,19,2023-03-29 13:00,3,426.79,1280.37
61,67,2023-03-29 14:00,2,386.83,773.66
997,82,2023-03-29 15:00,8,296.54,2372.32
939,53,2023-03-29 16:00,6,141.1,846.6
380,64,2023-03-29 17:00,8,469.3,3754.4
710,83,2023-03-29 18:00,7,328.39,2298.73
807,47,2023-03-29 19:00,3,485.39,1456.17
440,6,2023-03-29 20:00,8,292.16,2337.28
319,16,2023-03-29 21:00,1,411.49,411.49
302,72,2023-03-29 22:00,1,407.49,407.49
344,18,2023-03-29 23:00,8,171.98,1375.84
11,52,2023-03-30 0:00,9,482.19,4339.71
62,48,2023-03-30 1:00,6,15.86,95.16
845,43,2023-03-30 2:00,5,385.51,1927.55
226,39,2023-03-30 3:00,2,482.95,965.9
153,49,2023-03-30 4:00,9,172.76,1554.84
711,12,2023-03-30 5:00,6,325.81,1954.86
564,10,2023-03-30 6:00,8,283.3,2266.4
772,71,2023-03-30 7:00,9,381.95,3437.55
571,55,2023-03-30 8:00,9,433.76,3903.84
584,1,2023-03-30 9:00,8,303.51,2428.08
660,49,2023-03-30 10:00,8,408.87,3270.96
861,36,2023-03-30 11:00,3,159.58,478.74
575,21,2023-03-30 12:00,3,118.15,354.45
310,37,2023-03-30 13:00,2,218.18,436.36
885,24,2023-03-30 14:00,1,340.48,340.48
243,55,2023-03-30 15:00,4,97.69,390.76
493,25,2023-03-30 16:00,2,341.77,683.54
366,7,2023-03-30 17:00,2,200.08,400.16
330,81,2023-03-30 18:00,5,398.81,1994.05
107,93,2023-03-30 19:00,4,23.23,92.92
226,94,2023-03-30 20:00,1,335.65,335.65
825,71,2023-03-30 21:00,9,326.66,2939.94
218,97,2023-03-30 22:00,4,470.76,1883.04
937,71,2023-03-30 23:00,5,358.12,1790.6
753,24,2023-03-31 0:00,7,399.17,2794.19
506,11,2023-03-31 1:00,2,452.77,905.54
259,73,2023-03-31 2:00,8,339.15,2713.2
888,12,2023-03-31 3:00,2,148.63,297.26
774,35,2023-03-31 4:00,5,435.54,2177.7
517,63,2023-03-31 5:00,2,375.05,750.1
773,68,2023-03-31 6:00,2,215.1,430.2
54,100,2023-03-31 7:00,4,356.71,1426.84
47,92,2023-03-31 8:00,4,434.51,1738.04
727,57,2023-03-31 9:00,8,487.95,3903.6
689,13,2023-03-31 10:00,6,476.41,2858.46
521,23,2023-03-31 11:00,8,166.04,1328.32
99,83,2023-03-31 12:00,7,213.74,1496.18
20,39,2023-03-31 13:00,4,59.22,236.88
890,88,2023-03-31 14:00,2,127.53,255.06
753,80,2023-03-31 15:00,9,441.8,3976.2
573,97,2023-03-31 16:00,2,183.62,367.24
891,12,2023-03-31 17:00,1,312.17,312.17
490,34,2023-03-31 18:00,8,334.65,2677.2
419,71,2023-03-31 19:00,9,392.01,3528.09
690,75,2023-03-31 20:00,1,95.49,95.49
850,31,2023-03-31 21:00,7,155.88,1091.16
62,93,2023-03-31 22:00,2,226.93,453.86
145,62,2023-03-31 23:00,6,185.6,1113.6
216,13,2023-04-01 0:00,5,491.54,2457.7
3,31,2023-04-01 1:00,1,418.3,418.3
160,2,2023-04-01 2:00,2,242.44,484.88
739,15,2023-04-01 3:00,2,440.24,880.48
998,57,2023-04-01 4:00,6,177.09,1062.54
781,75,2023-04-01 5:00,1,393.99,393.99
120,34,2023-04-01 6:00,4,115.72,462.88
893,68,2023-04-01 7:00,5,387.3,1936.5
89,75,2023-04-01 8:00,2,230.94,461.88
329,29,2023-04-01 9:00,2,58.21,116.42
580,66,2023-04-01 10:00,7,140.26,981.82
910,16,2023-04-01 11:00,7,204.13,1428.91
357,39,2023-04-01 12:00,6,375.9,2255.4
610,77,2023-04-01 13:00,1,41.13,41.13
267,37,2023-04-01 14:00,3,331.48,994.44
617,81,2023-04-01 15:00,9,359.43,3234.87
952,21,2023-04-01 16:00,1,328.69,328.69
323,44,2023-04-01 17:00,2,381.53,763.06
635,19,2023-04-01 18:00,8,93.19,745.52
988,71,2023-04-01 19:00,7,295.62,2069.34
541,8,2023-04-01 20:00,9,470.87,4237.83
649,77,2023-04-01 21:00,4,307.34,1229.36
195,66,2023-04-01 22:00,4,307.61,1230.44
921,41,2023-04-01 23:00,7,369.54,2586.78
738,75,2023-04-02 0:00,1,169.94,169.94
332,88,2023-04-02 1:00,9,351.74,3165.66
170,70,2023-04-02 2:00,2,458.54,917.08
521,61,2023-04-02 3:00,1,10.39,10.39
463,26,2023-04-02 4:00,7,435.71,3049.97
40,71,2023-04-02 5:00,6,113.22,679.32
537,83,2023-04-02 6:00,3,230.68,692.04
261,70,2023-04-02 7:00,1,426.91,426.91
395,29,2023-04-02 8:00,5,412.84,2064.2
955,66,2023-04-02 9:00,4,446.5,1786
226,19,2023-04-02 10:00,5,470.51,2352.55
984,68,2023-04-02 11:00,1,226.34,226.34
124,58,2023-04-02 12:00,1,329.9,329.9
975,70,2023-04-02 13:00,5,198.29,991.45
38,57,2023-04-02 14:00,6,178.6,1071.6
328,37,2023-04-02 15:00,5,218.64,1093.2
251,61,2023-04-02 16:00,2,372.82,745.64
901,92,2023-04-02 17:00,9,253.21,2278.89
176,30,2023-04-02 18:00,5,407.96,2039.8
602,71,2023-04-02 19:00,5,373.88,1869.4
914,73,2023-04-02 20:00,9,15.14,136.26
454,25,2023-04-02 21:00,3,316.97,950.91
37,97,2023-04-02 22:00,5,221.1,1105.5
316,65,2023-04-02 23:00,5,231.03,1155.15
688,6,2023-04-03 0:00,2,410.09,820.18
973,18,2023-04-03 1:00,4,276.07,1104.28
796,10,2023-04-03 2:00,2,443.38,886.76
965,92,2023-04-03 3:00,5,357.84,1789.2
973,11,2023-04-03 4:00,2,278.66,557.32
593,97,2023-04-03 5:00,9,378.5,3406.5
114,65,2023-04-03 6:00,6,23.98,143.88
40,77,2023-04-03 7:00,8,18.41,147.28
301,84,2023-04-03 8:00,9,46.26,416.34
224,65,2023-04-03 9:00,8,221.59,1772.72
318,52,2023-04-03 10:00,5,121.55,607.75
349,67,2023-04-03 11:00,5,492.21,2461.05
115,82,2023-04-03 12:00,6,273.43,1640.58
698,78,2023-04-03 13:00,1,332.9,332.9
323,31,2023-04-03 14:00,8,143.02,1144.16
568,91,2023-04-03 15:00,2,164.29,328.58
40,17,2023-04-03 16:00,6,171.05,1026.3
866,55,2023-04-03 17:00,9,350.87,3157.83
40,93,2023-04-03 18:00,3,239.48,718.44
859,36,2023-04-03 19:00,2,261.25,522.5
973,26,2023-04-03 20:00,5,298.04,1490.2
749,53,2023-04-03 21:00,9,385.56,3470.04
289,17,2023-04-03 22:00,6,49.73,298.38
262,86,2023-04-03 23:00,8,389.55,3116.4
216,25,2023-04-04 0:00,8,283.8,2270.4
147,2,2023-04-04 1:00,7,336.2,2353.4
336,86,2023-04-04 2:00,5,167.14,835.7
168,5,2023-04-04 3:00,2,207.65,415.3
92,4,2023-04-04 4:00,5,119.43,597.15
353,36,2023-04-04 5:00,7,489.75,3428.25
571,6,2023-04-04 6:00,7,251.02,1757.14
571,21,2023-04-04 7:00,2,498.06,996.12
816,77,2023-04-04 8:00,7,247.44,1732.08
681,89,2023-04-04 9:00,6,113.78,682.68
781,26,2023-04-04 10:00,7,256.19,1793.33
363,55,2023-04-04 11:00,8,24.6,196.8
557,39,2023-04-04 12:00,4,452.86,1811.44
345,84,2023-04-04 13:00,1,410.18,410.18
693,33,2023-04-04 14:00,8,364.28,2914.24
170,14,2023-04-04 15:00,8,306.86,2454.88
356,56,2023-04-04 16:00,3,292.02,876.06
191,100,2023-04-04 17:00,3,498.38,1495.14
667,81,2023-04-04 18:00,5,142.61,713.05
422,21,2023-04-04 19:00,3,390.94,1172.82
700,46,2023-04-04 20:00,5,292.8,1464
7,16,2023-04-04 21:00,8,488.06,3904.48
133,16,2023-04-04 22:00,1,414.76,414.76
747,84,2023-04-04 23:00,2,499.27,998.54
557,29,2023-04-05 0:00,2,296.22,592.44
826,92,2023-04-05 1:00,4,106.25,425
761,8,2023-04-05 2:00,9,254.33,2288.97
31,88,2023-04-05 3:00,2,357,714
535,3,2023-04-05 4:00,9,388.31,3494.79
426,89,2023-04-05 5:00,7,5.25,36.75
394,19,2023-04-05 6:00,8,254.99,2039.92
672,97,2023-04-05 7:00,1,121.44,121.44
363,66,2023-04-05 8:00,5,438.08,2190.4
437,79,2023-04-05 9:00,9,80.69,726.21
670,86,2023-04-05 10:00,4,334.9,1339.6
551,74,2023-04-05 11:00,2,136.7,273.4
927,82,2023-04-05 12:00,6,181.49,1088.94
82,22,2023-04-05 13:00,2,470.58,941.16
356,46,2023-04-05 14:00,3,124.02,372.06
258,91,2023-04-05 15:00,8,52.03,416.24
718,13,2023-04-05 16:00,3,39.3,117.9
589,33,2023-04-05 17:00,2,254.78,509.56
989,5,2023-04-05 18:00,6,322.65,1935.9
524,90,2023-04-05 19:00,3,167.01,501.03
295,77,2023-04-05 20:00,1,346.68,346.68
962,27,2023-04-05 21:00,3,35.21,105.63
224,78,2023-04-05 22:00,6,429.38,2576.28
525,24,2023-04-05 23:00,3,409.2,1227.6
46,67,2023-04-06 0:00,9,492.82,4435.38
667,63,2023-04-06 1:00,7,468.57,3279.99
113,94,2023-04-06 2:00,5,181.32,906.6
233,99,2023-04-06 3:00,2,202.64,405.28
17,48,2023-04-06 4:00,9,374.25,3368.25
360,63,2023-04-06 5:00,5,71.37,356.85
223,78,2023-04-06 6:00,7,160.44,1123.08
866,12,2023-04-06 7:00,9,63.68,573.12
700,28,2023-04-06 8:00,4,230.17,920.68
448,44,2023-04-06 9:00,9,278.24,2504.16
856,93,2023-04-06 10:00,1,109.52,109.52
365,43,2023-04-06 11:00,6,18.18,109.08
675,17,2023-04-06 12:00,2,361.08,722.16
326,40,2023-04-06 13:00,8,14.9,119.2
467,49,2023-04-06 14:00,5,486.83,2434.15
414,85,2023-04-06 15:00,3,114.7,344.1
455,57,2023-04-06 16:00,2,333.63,667.26
586,87,2023-04-06 17:00,8,220.2,1761.6
233,84,2023-04-06 18:00,7,34.54,241.78
224,64,2023-04-06 19:00,9,238.73,2148.57
994,75,2023-04-06 20:00,8,260.8,2086.4
831,57,2023-04-06 21:00,4,428.07,1712.28
412,98,2023-04-06 22:00,2,367.51,735.02
572,74,2023-04-06 23:00,2,44.25,88.5
335,74,2023-04-07 0:00,2,108.54,217.08
222,70,2023-04-07 1:00,6,159.38,956.28
37,100,2023-04-07 2:00,7,62.62,438.34
989,88,2023-04-07 3:00,6,231.17,1387.02
278,76,2023-04-07 4:00,2,492.23,984.46
196,43,2023-04-07 5:00,4,259.73,1038.92
916,23,2023-04-07 6:00,3,372.23,1116.69
864,27,2023-04-07 7:00,4,343.05,1372.2
484,58,2023-04-07 8:00,5,425.71,2128.55
242,37,2023-04-07 9:00,7,111.78,782.46
324,6,2023-04-07 10:00,9,378.14,3403.26
731,65,2023-04-07 11:00,2,441.27,882.54
192,6,2023-04-07 12:00,8,89.9,719.2
17,50,2023-04-07 13:00,3,176.67,530.01
524,22,2023-04-07 14:00,9,485.2,4366.8
918,88,2023-04-07 15:00,4,391.49,1565.96
401,25,2023-04-07 16:00,3,144.88,434.64
906,79,2023-04-07 17:00,6,284.15,1704.9
886,90,2023-04-07 18:00,9,205.14,1846.26
705,72,2023-04-07 19:00,7,247.53,1732.71
22,51,2023-04-07 20:00,4,180.81,723.24
474,88,2023-04-07 21:00,3,143.27,429.81
120,48,2023-04-07 22:00,4,339.01,1356.04
210,70,2023-04-07 23:00,3,390.38,1171.14
306,99,2023-04-08 0:00,3,437.61,1312.83
270,65,2023-04-08 1:00,9,81.89,737.01
704,60,2023-04-08 2:00,4,412.31,1649.24
687,46,2023-04-08 3:00,9,131.13,1180.17
285,36,2023-04-08 4:00,5,216.53,1082.65
716,58,2023-04-08 5:00,7,451.21,3158.47
676,76,2023-04-08 6:00,5,229.98,1149.9
763,38,2023-04-08 7:00,1,102.55,102.55
227,11,2023-04-08 8:00,2,84.13,168.26
948,12,2023-04-08 9:00,5,239.13,1195.65
381,42,2023-04-08 10:00,6,382.52,2295.12
460,39,2023-04-08 11:00,7,498.62,3490.34
7,71,2023-04-08 12:00,2,394.77,789.54
29,11,2023-04-08 13:00,9,439.12,3952.08
907,36,2023-04-08 14:00,6,375.18,2251.08
33,52,2023-04-08 15:00,2,448.24,896.48
646,31,2023-04-08 16:00,2,42.77,85.54
879,33,2023-04-08 17:00,3,465.32,1395.96
79,13,2023-04-08 18:00,1,201.22,201.22
928,18,2023-04-08 19:00,9,461.2,4150.8
947,41,2023-04-08 20:00,4,42.49,169.96
459,58,2023-04-08 21:00,5,359.05,1795.25
570,56,2023-04-08 22:00,7,369.17,2584.19
983,24,2023-04-08 23:00,1,498.47,498.47
538,73,2023-04-09 0:00,3,385.58,1156.74
482,31,2023-04-09 1:00,3,194.37,583.11
430,55,2023-04-09 2:00,2,280.84,561.68
738,10,2023-04-09 3:00,8,186.44,1491.52
285,60,2023-04-09 4:00,5,102.03,510.15
516,2,2023-04-09 5:00,1,128.01,128.01
977,15,2023-04-09 6:00,2,114.9,229.8
99,3,2023-04-09 7:00,1,276.66,276.66
397,43,2023-04-09 8:00,6,453.55,2721.3
489,31,2023-04-09 9:00,9,456.8,4111.2
39,70,2023-04-09 10:00,7,32.11,224.77
271,67,2023-04-09 11:00,5,44.55,222.75
887,56,2023-04-09 12:00,3,126.33,378.99
797,63,2023-04-09 13:00,8,131.25,1050
157,75,2023-04-09 14:00,4,51.97,207.88
75,15,2023-04-09 15:00,9,197.29,1775.61
884,92,2023-04-09 16:00,5,295.92,1479.6
800,10,2023-04-09 17:00,6,291.19,1747.14
130,38,2023-04-09 18:00,5,274,1370
687,47,2023-04-09 19:00,7,172.64,1208.48
974,57,2023-04-09 20:00,7,354.7,2482.9
84,50,2023-04-09 21:00,1,414.11,414.11
22,71,2023-04-09 22:00,2,176.41,352.82
459,15,2023-04-09 23:00,7,47.34,331.38
539,18,2023-04-10 0:00,8,151.68,1213.44
707,82,2023-04-10 1:00,4,73,292
849,88,2023-04-10 2:00,6,236.34,1418.04
382,2,2023-04-10 3:00,3,82.19,246.57
748,84,2023-04-10 4:00,7,234.11,1638.77
440,98,2023-04-10 5:00,3,114.4,343.2
604,43,2023-04-10 6:00,7,370.67,2594.69
989,26,2023-04-10 7:00,8,18.65,149.2
21,71,2023-04-10 8:00,3,279.6,838.8
303,38,2023-04-10 9:00,2,88.9,177.8
976,94,2023-04-10 10:00,6,5.49,32.94
869,42,2023-04-10 11:00,4,435.25,1741
955,5,2023-04-10 12:00,8,337.41,2699.28
84,11,2023-04-10 13:00,2,53.98,107.96
774,65,2023-04-10 14:00,4,333.72,1334.88
659,34,2023-04-10 15:00,2,307.77,615.54
953,1,2023-04-10 16:00,2,239.31,478.62
453,83,2023-04-10 17:00,2,212.53,425.06
387,2,2023-04-10 18:00,1,444.1,444.1
507,85,2023-04-10 19:00,4,126.35,505.4
257,20,2023-04-10 20:00,2,202.16,404.32
570,61,2023-04-10 21:00,9,167.91,1511.19
892,87,2023-04-10 22:00,9,386.74,3480.66
934,21,2023-04-10 23:00,7,458.65,3210.55
527,88,2023-04-11 0:00,6,425.64,2553.84
162,68,2023-04-11 1:00,3,399.86,1199.58
957,12,2023-04-11 2:00,7,493.46,3454.22
163,22,2023-04-11 3:00,1,350.09,350.09
832,20,2023-04-11 4:00,9,376.77,3390.93
793,82,2023-04-11 5:00,4,491.49,1965.96
792,1,2023-04-11 6:00,6,8.46,50.76
524,30,2023-04-11 7:00,6,318.85,1913.1
786,97,2023-04-11 8:00,3,370.79,1112.37
271,24,2023-04-11 9:00,4,459.32,1837.28
492,14,2023-04-11 10:00,3,442.5,1327.5
208,36,2023-04-11 11:00,6,421.77,2530.62
539,69,2023-04-11 12:00,1,473.17,473.17
584,75,2023-04-11 13:00,8,271,2168
60,24,2023-04-11 14:00,8,8.43,67.44
430,60,2023-04-11 15:00,9,10.47,94.23
985,95,2023-04-11 16:00,6,274.6,1647.6
657,55,2023-04-11 17:00,1,220.46,220.46
605,77,2023-04-11 18:00,3,228.37,685.11
309,80,2023-04-11 19:00,1,203.2,203.2
520,24,2023-04-11 20:00,5,459.27,2296.35
591,77,2023-04-11 21:00,3,182.79,548.37
27,24,2023-04-11 22:00,2,428.83,857.66
686,54,2023-04-11 23:00,3,451.92,1355.76
562,26,2023-04-12 0:00,9,252.25,2270.25
199,66,2023-04-12 1:00,8,226.23,1809.84
387,80,2023-04-12 2:00,3,381.71,1145.13
349,38,2023-04-12 3:00,2,355.45,710.9
960,65,2023-04-12 4:00,5,167.62,838.1
940,75,2023-04-12 5:00,1,55.76,55.76
693,51,2023-04-12 6:00,4,136.1,544.4
536,35,2023-04-12 7:00,8,69.86,558.88
828,43,2023-04-12 8:00,1,150.89,150.89
378,29,2023-04-12 9:00,5,134.6,673
899,37,2023-04-12 10:00,4,320.67,1282.68
916,81,2023-04-12 11:00,6,477.48,2864.88
